What,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,UTC Date
Wiki trends,Donald Trump,Megan Is Missing,Margaret Thatcher,"Diana, Princess of Wales",Elizabeth II,"Princess Margaret, Countess of Snowdon","Louis Mountbatten, 1st Earl Mountbatten of Burma","Charles, Prince of Wales","Anne, Princess Royal",The Queen's Gambit (miniseries),Michael Fagan (intruder),Mark Thatcher,Bible,The Crown (season 4),The Crown (TV series),"Camilla, Duchess of Cornwall","Prince Philip, Duke of Edinburgh",2020 United States presidential election,"Prince Edward, Earl of Wessex",Pholcidae,"Prince Andrew, Duke of York",Anya Taylor-Joy,George VI,Jordan North,Scooter Braun,Deaths in 2020,Dancing with the Stars (American season 29),Gillian Anderson,Candace Owens,Joe Biden,Carol Thatcher,Dolly Parton,Trachenberg Plan,Falklands War,Edward VIII,Barack Obama,Harshad Mehta,G. R. Gopinath,The Undoing (miniseries),Elon Musk,Kamala Harris,Winston Churchill,Microsoft Office,Sidney Powell,Emma Corrin,Moderna,Queen Elizabeth The Queen Mother,"Prince William, Duke of Cambridge",Survivor Series (2020),F5 Networks,2020-11-17
Wiki trends,Donald Trump,"Diana, Princess of Wales",Margaret Thatcher,Megan Is Missing,Elizabeth II,"Princess Margaret, Countess of Snowdon","Charles, Prince of Wales","Louis Mountbatten, 1st Earl Mountbatten of Burma",Bible,"Anne, Princess Royal",The Queen's Gambit (miniseries),Fanny Eaton,Ruthie Henshall,Michael Fagan (intruder),"Camilla, Duchess of Cornwall","Prince Philip, Duke of Edinburgh",The Crown (TV series),Mark Thatcher,2020 United States presidential election,The Crown (season 4),Chris Krebs,"Prince Edward, Earl of Wessex","Prince Andrew, Duke of York",Anya Taylor-Joy,George VI,Deaths in 2020,2020–21 UEFA Nations League,Michael B. Jordan,Joe Biden,Big Sky (American TV series),Edward VIII,UEFA Nations League,Russell Watson,Barack Obama,Winston Churchill,Gillian Anderson,Microsoft Office,Carol Thatcher,Falklands War,Queen Elizabeth The Queen Mother,Harshad Mehta,Margaret Hamilton (actress),Candace Owens,"Prince William, Duke of Cambridge",Tom and Jerry (2021 film),F5 Networks,Kamala Harris,We Can Be Heroes (2021 film),XXXX,Chuck Grassley,2020-11-18
Wiki trends,Donald Trump,2020 NBA draft,"Diana, Princess of Wales",Margaret Thatcher,Elizabeth II,"Princess Margaret, Countess of Snowdon","Charles, Prince of Wales",Megan Is Missing,LaMelo Ball,Obi Toppin,International Men's Day,Bobby Brown,Bible,The Queen's Gambit (miniseries),"Anne, Princess Royal","Prince Philip, Duke of Edinburgh","Camilla, Duchess of Cornwall","Louis Mountbatten, 1st Earl Mountbatten of Burma",Michael Fagan (intruder),2020 United States presidential election,LiAngelo Ball,The Crown (TV series),"Prince Edward, Earl of Wessex",Lonzo Ball,Anthony Edwards (basketball),Mark Thatcher,"Prince Andrew, Duke of York",George VI,Anya Taylor-Joy,LaVar Ball,Deaths in 2020,The Crown (season 4),Deni Avdija,James Wiseman,Sidney Powell,Bobbi Kristina Brown,Rudy Giuliani,Khadim Hussain Rizvi,Edward VIII,Reuel Abraham,Joe Biden,Ruthie Henshall,Winston Churchill,Jordan North,We Can Be Heroes (2021 film),Whitney Houston,Patrick Williams (basketball),Michael J. Fox,Gillian Anderson,Queen Elizabeth The Queen Mother,2020-11-19
Wiki trends,Donald Trump,Benoit Mandelbrot,Elizabeth II,"Diana, Princess of Wales",Margaret Thatcher,"Princess Margaret, Countess of Snowdon","Charles, Prince of Wales","Prince Philip, Duke of Edinburgh",2020 United States presidential election,Rudy Giuliani,"Prince Edward, Earl of Wessex",Bible,Megan Is Missing,Sidney Powell,The Queen's Gambit (miniseries),Ruthie Henshall,"Anne, Princess Royal",Kirby Morrow,"Camilla, Duchess of Cornwall",Susan Mikula,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Loch Doon,The Crown (TV series),Rachel Maddow,George VI,Jeezy,Michael Fagan (intruder),Joe Biden,Deaths in 2020,"Prince Andrew, Duke of York",The Mandalorian,Anya Taylor-Joy,Gucci Mane,Supernatural (season 15),Mark Thatcher,Be (BTS album),Edward VIII,Kyler Murray,The Crown (season 4),Priti Patel,Drake Bell,Russell Watson,Winston Churchill,Supernatural (American TV series),Charli D'Amelio,2016 United States presidential election,Barack Obama,Janet Hubert,Queen Elizabeth The Queen Mother,Harshad Mehta,2020-11-20
Wiki trends,Donald Trump,"Diana, Princess of Wales",Elizabeth II,"Princess Margaret, Countess of Snowdon",Margaret Thatcher,"Charles, Prince of Wales",The Queen's Gambit (miniseries),Bible,"Prince Philip, Duke of Edinburgh",Ricky Schroder,"Anne, Princess Royal","Louis Mountbatten, 1st Earl Mountbatten of Burma","Camilla, Duchess of Cornwall","Prince Edward, Earl of Wessex",George VI,Megan Is Missing,The Crown (TV series),Gina Carano,2020 United States presidential election,Michael Fagan (intruder),Anya Taylor-Joy,"Prince Andrew, Duke of York",Ruthie Henshall,The Mandalorian,Edward VIII,Mark Thatcher,Deaths in 2020,Winston Churchill,Sana Khan,The Crown (season 4),Sidney Powell,Rudy Giuliani,Joe Biden,Run (2020 American film),Survivor Series (2020),Benoit Mandelbrot,Queen Elizabeth The Queen Mother,Montrezl Harrell,Giovanna Fletcher,Harshad Mehta,Kayleigh McEnany,"Prince William, Duke of Cambridge",UFC 255,Priti Patel,YouTube,"Antony Armstrong-Jones, 1st Earl of Snowdon",Donald Trump Jr.,XXXX,Gillian Anderson,Janet Hubert,2020-11-21
Wiki trends,Donald Trump,"Princess Margaret, Countess of Snowdon",Elizabeth II,"Diana, Princess of Wales",Margaret Thatcher,"Charles, Prince of Wales",UFC 255,Sana Khan,The Queen's Gambit (miniseries),"Prince Philip, Duke of Edinburgh","Anne, Princess Royal","Camilla, Duchess of Cornwall",India's Best Dancer,George VI,Bible,"Louis Mountbatten, 1st Earl Mountbatten of Burma",The Crown (TV series),"Prince Edward, Earl of Wessex",Anya Taylor-Joy,Matthew W. Brann,Michael Fagan (intruder),Megan Is Missing,Edward VIII,"Prince Andrew, Duke of York",Sidney Powell,Winston Churchill,Survivor Series (2020),2020 United States presidential election,Ricky Schroder,Mark Thatcher,Deaths in 2020,The Crown (season 4),Billy Ocean,Taysom Hill,Valentina Shevchenko (fighter),Gina Carano,The Mandalorian,Run (2020 American film),Wienermobile,Queen Elizabeth The Queen Mother,John F. Kennedy,"Prince William, Duke of Cambridge","Antony Armstrong-Jones, 1st Earl of Snowdon",Harshad Mehta,Joe Biden,The Undoing (miniseries),Gillian Anderson,Kenosha unrest shooting,James Humphreys (pornographer),Shane Richie,2020-11-22
Wiki trends,Tony Blinken,Donald Trump,Survivor Series (2020),"Princess Margaret, Countess of Snowdon",Elizabeth II,"Diana, Princess of Wales",Margaret Thatcher,Sidney Powell,"Charles, Prince of Wales",The Undertaker,Evan Ryan,The Queen's Gambit (miniseries),Bible,"Prince Philip, Duke of Edinburgh",Janet Yellen,The Undoing (miniseries),Linda Thomas-Greenfield,Sana Khan,"Anne, Princess Royal",Anya Taylor-Joy,"Camilla, Duchess of Cornwall",The Crown (TV series),Alejandro Mayorkas,John Kerry,George VI,Jake Sullivan,2020 United States presidential election,Deaths in 2020,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Avril Haines,"Prince Edward, Earl of Wessex",Edward VIII,"Prince Andrew, Duke of York",Winston Churchill,Michael Fagan (intruder),Megan Is Missing,Patrick Mahomes,Marc Gasol,Machine Gun Kelly (musician),Lyle and Erik Menendez,The Weeknd,Joe Biden,The Crown (season 4),American Music Awards of 2020,The Mandalorian,Mark Thatcher,Derek Carr,Queen Elizabeth The Queen Mother,Dua Lipa,Shawn Mendes,2020-11-23
Wiki trends,Donald Trump,"Princess Margaret, Countess of Snowdon",Elizabeth II,Tony Blinken,"Diana, Princess of Wales",Janet Yellen,Margaret Thatcher,Bible,John Kerry,The Queen's Gambit (miniseries),"Charles, Prince of Wales",Avril Haines,2020 United States presidential election,"Prince Philip, Duke of Edinburgh",Elon Musk,Alejandro Mayorkas,Anya Taylor-Joy,Randy Quaid,"Anne, Princess Royal","Camilla, Duchess of Cornwall",Deaths in 2020,The Crown (TV series),George VI,The Undoing (miniseries),The Undertaker,Dancing with the Stars (American season 29),David Dinkins,Linda Thomas-Greenfield,Sidney Powell,Emily W. Murphy,Joe Biden,Jake Sullivan,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Edward VIII,"Prince Edward, Earl of Wessex",63rd Annual Grammy Awards,Winston Churchill,"Prince Andrew, Duke of York",Thanksgiving,Shane Richie,Microsoft Office,Michael Fagan (intruder),Sana Khan,Evan Ryan,Ramon Magsaysay Award,General Services Administration,Megan Is Missing,XXXX,Hillbilly Elegy,The Crown (season 4),2020-11-24
Wiki trends,Special:Search,Donald Trump,"Princess Margaret, Countess of Snowdon",Elizabeth II,"Diana, Princess of Wales",Margaret Thatcher,The Queen's Gambit (miniseries),Bible,"Charles, Prince of Wales",Michael Flynn,"Prince Philip, Duke of Edinburgh",Pelé,Thanksgiving,The hand of God,Deaths in 2020,Elon Musk,2020 United States presidential election,Ahmed Patel,Anya Taylor-Joy,"Anne, Princess Royal",George VI,"Camilla, Duchess of Cornwall",The Crown (TV series),Hillbilly Elegy,Edward VIII,Beverley Callard,J. D. Vance,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Randy Quaid,Avril Haines,"Prince Edward, Earl of Wessex",Winston Churchill,The Undoing (miniseries),"Prince Andrew, Duke of York",John Kerry,Joe Biden,Diego Sinagra,Jallikattu (2019 film),"Meghan, Duchess of Sussex",Microsoft Office,Hal Ketchum,Riaz Poonawala,Michael Fagan (intruder),China National Highway 110 traffic jam,Helen (unit),Hillbilly Elegy (film),XXXX,Russell Watson,Jordan Peterson,Janet Yellen,2020-11-25
Wiki trends,Special:Search,Thanksgiving,Donald Trump,"Princess Margaret, Countess of Snowdon",Elizabeth II,Bible,"Diana, Princess of Wales",Margaret Thatcher,The Queen's Gambit (miniseries),Thanksgiving (United States),"Charles, Prince of Wales",Michael Flynn,Pelé,The hand of God,"Prince Philip, Duke of Edinburgh",Q & A (novel),Deaths in 2020,Anya Taylor-Joy,2008 Mumbai attacks,Dolly Parton,Kane Brown,Markus Paul,"Anne, Princess Royal",2020 United States presidential election,George VI,The Crown (TV series),"Camilla, Duchess of Cornwall",Jagged Little Pill (musical),Diego Sinagra,J. D. Vance,Constitution Day (India),Jamir Garcia,Edward VIII,Kurt Russell,Happiest Season,Winston Churchill,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Microsoft Office,Black Friday (shopping),Jallikattu (2019 film),Goldie Hawn,The Undoing (miniseries),Adrian Peterson,Joe Biden,"Prince Edward, Earl of Wessex",Hillbilly Elegy,"Prince Andrew, Duke of York",XXXX,Elon Musk,1986 FIFA World Cup,2020-11-26
Wiki trends,Diego Maradona,Donald Trump,"Princess Margaret, Countess of Snowdon",Elizabeth II,Bible,"Diana, Princess of Wales",Thanksgiving,Margaret Thatcher,The Queen's Gambit (miniseries),Paul Anka,The Mandalorian,"Charles, Prince of Wales",Black Friday (shopping),"Prince Philip, Duke of Edinburgh",Section 230,Deaths in 2020,Anya Taylor-Joy,2020 United States presidential election,Kurt Russell,"Anne, Princess Royal",The Mandalorian (season 2),George VI,Rosario Dawson,The Crown (TV series),"Camilla, Duchess of Cornwall",Goldie Hawn,XXXX,The Undoing (miniseries),Thanksgiving (United States),Edward VIII,Mike Tyson,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Winston Churchill,Grand Admiral Thrawn,J. D. Vance,Hollie Arnold,The Flight Attendant (miniseries),Happiest Season,"Prince Edward, Earl of Wessex",Ahsoka Tano,Microsoft Office,"Prince Andrew, Duke of York",Alex Smith,J. Paul Austin,Roy Jones Jr.,Judy Garland,Pelé,Cleopatra,Chapter 13: The Jedi,Hillbilly Elegy,2020-11-27
Wiki trends,Diego Maradona,Tony Hsieh,"Princess Margaret, Countess of Snowdon",Donald Trump,Elizabeth II,Bible,"Diana, Princess of Wales",Margaret Thatcher,The Queen's Gambit (miniseries),Mike Tyson,"Charles, Prince of Wales",Roy Jones Jr.,The Mandalorian,"Prince Philip, Duke of Edinburgh",Rosario Dawson,Grand Admiral Thrawn,"Anne, Princess Royal",Anya Taylor-Joy,The Undoing (miniseries),Virgin River (TV series),Deaths in 2020,George VI,Ahsoka Tano,The Crown (TV series),"Camilla, Duchess of Cornwall",The Mandalorian (season 2),2020 United States presidential election,Joe Joyce (boxer),Edward VIII,Mike Tyson vs. Roy Jones Jr.,Lyndon B. Johnson,Kurt Russell,Winston Churchill,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Denis Compton,The Child (Star Wars),XXXX,"Prince Edward, Earl of Wessex",Goldie Hawn,Neelam Kothari,"Prince Andrew, Duke of York",Keanu Reeves,Disappearance of Lars Mittank,Tenet (film),Happiest Season,J. D. Vance,Daniel Dubois (boxer),Bill Bailey,Nate Robinson,The Flight Attendant (miniseries),2020-11-28
Wiki trends,Jake Paul,Nate Robinson,Mike Tyson,Roy Jones Jr.,Diego Maradona,Mike Tyson vs. Roy Jones Jr.,David Prowse,"Princess Margaret, Countess of Snowdon",Elizabeth II,Donald Trump,Papa Bouba Diop,Logan Paul,The Queen's Gambit (miniseries),"Diana, Princess of Wales",Margaret Thatcher,Tony Hsieh,Bible,"Charles, Prince of Wales","Prince Philip, Duke of Edinburgh",The Undoing (miniseries),Halo (safety device),Ruthie Henshall,Anya Taylor-Joy,Virgin River (TV series),"Anne, Princess Royal",Deaths in 2020,George VI,The Mandalorian,The Crown (TV series),Snoop Dogg,"Camilla, Duchess of Cornwall",Don't Mess with Texas,Edward VIII,Tenet (film),Lina Medina,UFC on ESPN: Smith vs. Clark,Winston Churchill,2020 United States presidential election,"Prince Edward, Earl of Wessex",Edinson Cavani,"Louis Mountbatten, 1st Earl Mountbatten of Burma",Phil Hartman,Kendall Hinton,Keanu Reeves,XXXX,Kurt Russell,"Prince Andrew, Duke of York",Rosario Dawson,James Earl Jones,Badou Jack,2020-11-29
Wiki trends,The Undoing (miniseries),Donald Trump,Diego Maradona,"Princess Margaret, Countess of Snowdon",Elizabeth II,Bible,Neera Tanden,Jake Paul,The Queen's Gambit (miniseries),"Diana, Princess of Wales",Halo (safety device),Margaret Thatcher,Papa Bouba Diop,"Charles, Prince of Wales","Prince Philip, Duke of Edinburgh",Nate Robinson,Deaths in 2020,David Prowse,Priapus,Jen Psaki,Mike Tyson,2020 United States presidential election,Saint Andrew's Day,Anya Taylor-Joy,Virgin River (TV series),George VI,"Anne, Princess Royal",Utah monolith,The Mandalorian,The Crown (TV series),"Camilla, Duchess of Cornwall",Tenet (film),Edward VIII,XXXX,Winston Churchill,Tony Hsieh,Sheetal Amte,Keanu Reeves,Microsoft Office,"Louis Mountbatten, 1st Earl Mountbatten of Burma","Prince Edward, Earl of Wessex",Rosario Dawson,Ruthie Henshall,Logan Paul,"Prince Andrew, Duke of York",Joe Biden,Patrick Mahomes,Cleopatra,Neelam Kothari,Harshad Mehta,2020-11-30
Wiki trends,Special:Search,Emma Portner,Ellen Page,The Undoing (miniseries),Bible,Donald Trump,Neera Tanden,"Princess Margaret, Countess of Snowdon",Elizabeth II,The Queen's Gambit (miniseries),Diego Maradona,"Diana, Princess of Wales",Margaret Thatcher,"Charles, Prince of Wales",Deaths in 2020,"Prince Philip, Duke of Edinburgh",2020 United States presidential election,Arecibo Observatory,Juno (film),Janet Yellen,Jake Paul,Anya Taylor-Joy,DK Metcalf,Keanu Reeves,Microsoft Office,XXXX,Virgin River (TV series),George VI,Utah monolith,"Anne, Princess Royal",The Crown (TV series),The Mandalorian,Caoimhín Kelleher,"Camilla, Duchess of Cornwall",Edward VIII,Tenet (film),Tutankhamun's meteoric iron dagger,List of multinational festivals and holidays,Winston Churchill,F5 Networks,Mike Tyson,Cleopatra,"Louis Mountbatten, 1st Earl Mountbatten of Burma",József Szájer,Nate Robinson,Rosario Dawson,Jessica Plummer,Scott Atlas,Joe Biden,Neelam Kothari,2020-12-01
Wiki trends,Special:Search,Ellen Page,Emma Portner,Elizabeth II,Donald Trump,"Princess Margaret, Countess of Snowdon",The Undoing (miniseries),The Queen's Gambit (miniseries),Pat Patterson (wrestler),Bible,Margaret Thatcher,Juno (film),"Diana, Princess of Wales",Deaths in 2020,Transgender,"Charles, Prince of Wales","Prince Philip, Duke of Edinburgh",Diego Maradona,Utah monolith,2020 United States presidential election,Arecibo Observatory,Juice Wrld,XXXX,Microsoft Office,Anya Taylor-Joy,Curry,George VI,"Anne, Princess Royal",Virgin River (TV series),Haast's eagle,Pfizer,Robert Griffin III,The Mandalorian,The Crown (TV series),F5 Networks,Keanu Reeves,Neera Tanden,"Camilla, Duchess of Cornwall",Edward VIII,The Umbrella Academy (TV series),József Szájer,Cleopatra,Federal pardons in the United States,Tenet (film),YouTube,Michael Schumacher,Winston Churchill,T. Natarajan,Tashkent Declaration,2020–21 UEFA Champions League,2020-12-02
