What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",South Australian border bubble with Victoria to shrink after positive COVID case identified,NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,New isolation requirements and greater business flexibility: Here's what's changing in NSW,2021-10-03,18,,,
ABC most viewed,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",NSW records 'dramatic drop' in cases as self-quarantine rules for vaccinated people change,South Australian border bubble with Victoria to shrink after positive COVID case identified,"Diplomat in Perth tests positive for COVID-19, but WA Premier says he is 'low risk' to community",2021-10-03,19,,,
ABC most viewed,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",Melbourne passes Buenos Aires' world record for time spent in lockdown,South Australian border bubble with Victoria to shrink after positive COVID case identified,2021-10-03,20,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",Melbourne passes Buenos Aires' world record for time spent in lockdown,Spanish volcano gets 'much more aggressive' as new fissures burst open,2021-10-03,21,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,The NRL's pre-show entertainment showed that it knows its target market — and it worked,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",Melbourne passes Buenos Aires' world record for time spent in lockdown,2021-10-03,22,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",The NRL's pre-show entertainment showed that it knows its target market — and it worked,To'o celebrates NRL grand final win with sideline proposal,2021-10-03,23,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",The NRL's pre-show entertainment showed that it knows its target market — and it worked,Melbourne passes Buenos Aires' world record for time spent in lockdown,2021-10-04,00,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say","Bomb explodes outside Kabul mosque attended by Taliban members, 'a number of civilians' dead",The NRL's pre-show entertainment showed that it knows its target market — and it worked,2021-10-04,01,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",The NRL's pre-show entertainment showed that it knows its target market — and it worked,"Bomb explodes outside Kabul mosque attended by Taliban members, 'a number of civilians' dead",2021-10-04,02,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",The NRL's pre-show entertainment showed that it knows its target market — and it worked,'Provocative and destabilising': US calls for China to stop sorties into Taiwan airspace,2021-10-04,03,,,
ABC most viewed,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,"COVID-19 patients 'begging' for vaccines before being put on life support, Melbourne nurses say",The NRL's pre-show entertainment showed that it knows its target market — and it worked,'Provocative and destabilising': US calls for China to stop sorties into Taiwan airspace,2021-10-04,04,,,
ABC most viewed,He built an empire on keeping secrets. Now those secrets are spilling out,Buckle up because global markets are in for a bumpy ride,Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,NSW's new Premier revealed after Liberals strike deal to find Berejiklian's replacement,Victorian COVID outbreak's 'devastating' spread into more of Melbourne,2021-10-04,05,,,
ABC most viewed,He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,Lung illness linked to vaping lands 15yo in intensive care,Taiwan asks Australia for help to prepare for war with China,"While the world economy watches China, a far messier situation has been developing in America",Meet Dom Perrottet — the conservative Catholic and father-of-six about to take NSW's top job,2021-10-04,06,,,
ABC most viewed,He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,Lung illness linked to vaping lands 15yo in intensive care,NSW premier-in-waiting won't rule out changing COVID-19 roadmap,"While the world economy watches China, a far messier situation has been developing in America","Live: Regional Queensland lagging in vaccination rollout, with some of lowest jab rates in the country",2021-10-04,07,,,
ABC most viewed,"John Barilaro resigns as NSW Deputy Premier, will also leave Parliament",He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,"Victoria records 1,377 new local COVID-19 cases and four deaths",NSW premier-in-waiting won't rule out changing COVID-19 roadmap,Lung illness linked to vaping lands 15yo in intensive care,2021-10-04,08,,,
ABC most viewed,"John Barilaro resigns as NSW Deputy Premier, will also leave Parliament",He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,Live: Calls for federal COVID payments to be extended,"Victoria records 1,377 new local COVID-19 cases and four deaths",Lung illness linked to vaping lands 15yo in intensive care,2021-10-04,09,,,
ABC most viewed,Live: Almost half of Victoria's cases today were under 30s,Authorities investigate mystery source of Brisbane woman's COVID-19 infection,NSW Deputy Premier John Barilaro resigns as Coalition crisis deepens,He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,Queensland health authorities revealed new COVID-19 exposure sites overnight,2021-10-04,11,,,
ABC most viewed,Why so many NSW Coalition politicians are resigning,Live: Australia expected to hit 80 per cent first-dose target this week,Queensland records one mystery COVID-19 case in Brisbane but no lockdown ordered,NSW Deputy Premier John Barilaro resigns as Coalition crisis deepens,He made a $62m fortune keeping his rich clients' secrets. Now they are spilling out,2021-10-04,12,,,
